ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0451167538,Different Seasons (Signet),Stephen King,2004.0,Signet Book,http://images.amazon.com/images/P/0451167538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451167538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451167538.01.LZZZZZZZ.jpg
0451131517,On Wings of Eagles,Ken Follett,1984.0,New Amer Library,http://images.amazon.com/images/P/0451131517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451131517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451131517.01.LZZZZZZZ.jpg
1551666510,The Harbor,Carla Neggers,2003.0,Mira,http://images.amazon.com/images/P/1551666510.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666510.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666510.01.LZZZZZZZ.jpg
0553249754,Brain Child,John Saul,1985.0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553249754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553249754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553249754.01.LZZZZZZZ.jpg
0061040347,A Woman Betrayed,Barbara Delinsky,1994.0,HarperTorch,http://images.amazon.com/images/P/0061040347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061040347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061040347.01.LZZZZZZZ.jpg
0440495962,The Witch of Blackbird Pond (Yearling Newbery),ELIZABETH GEORGE SPEARE,1987.0,Yearling,http://images.amazon.com/images/P/0440495962.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440495962.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440495962.01.LZZZZZZZ.jpg
0061093327,Low Country,Anne Rivers Siddons,1999.0,HarperTorch,http://images.amazon.com/images/P/0061093327.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061093327.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061093327.01.LZZZZZZZ.jpg
0515131210,Shattered,Dick Francis,2001.0,Jove Books,http://images.amazon.com/images/P/0515131210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515131210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515131210.01.LZZZZZZZ.jpg
0880381744,Dragons of Winter Night,Margaret Weis,1985.0,Wizards of the Coast,http://images.amazon.com/images/P/0880381744.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0880381744.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0880381744.01.LZZZZZZZ.jpg
0880381752,"Dragons of Spring Dawning (Dragonlance Chronicles, Vol 3)",Margaret Weis,1985.0,TSR,http://images.amazon.com/images/P/0880381752.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0880381752.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0880381752.01.LZZZZZZZ.jpg
0812548094,"Stone of Tears (Sword of Truth, Book 2)",Terry Goodkind,1996.0,Tor Fantasy,http://images.amazon.com/images/P/0812548094.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812548094.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812548094.01.LZZZZZZZ.jpg
0446362662,Summer of Night (Aspect Fantasy),Dan Simmons,1992.0,Warner Books,http://images.amazon.com/images/P/0446362662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446362662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446362662.01.LZZZZZZZ.jpg
0451206711,Orchid Blues (Holly Barker Novels (Paperback)),Stuart Woods,2002.0,Signet Book,http://images.amazon.com/images/P/0451206711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451206711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451206711.01.LZZZZZZZ.jpg
0449210820,Woman on the Edge of Time,Marge Piercy,1990.0,Fawcett Books,http://images.amazon.com/images/P/0449210820.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449210820.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449210820.01.LZZZZZZZ.jpg
0061099252,Family Pictures,Sue Miller,1991.0,HarperTorch,http://images.amazon.com/images/P/0061099252.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061099252.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061099252.01.LZZZZZZZ.jpg
0385260083,The Robber Bride,Margaret Atwood,1993.0,Doubleday Books,http://images.amazon.com/images/P/0385260083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385260083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385260083.01.LZZZZZZZ.jpg
0375724400,When We Were Orphans (Vintage International (Paperback)),Kazuo Ishiguro,2001.0,Vintage Books USA,http://images.amazon.com/images/P/0375724400.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375724400.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375724400.01.LZZZZZZZ.jpg
0425140318,Private Pleasures,Lawrence Sanders,1994.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425140318.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425140318.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425140318.01.LZZZZZZZ.jpg
0380726246,Prayers for the Dead : A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1997.0,Avon,http://images.amazon.com/images/P/0380726246.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380726246.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380726246.01.LZZZZZZZ.jpg
0380792494,Devil's Claw,J.A. Jance,2001.0,Avon,http://images.amazon.com/images/P/0380792494.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380792494.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380792494.01.LZZZZZZZ.jpg
0440431808,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E. L. Konigsburg,1977.0,Yearling Books,http://images.amazon.com/images/P/0440431808.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440431808.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440431808.01.LZZZZZZZ.jpg
0345348656,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book 1)",Stephen R. Donaldson,1984.0,Del Rey Books,http://images.amazon.com/images/P/0345348656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345348656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345348656.01.LZZZZZZZ.jpg
0425146812,Second Nature,Alice Hoffman,1995.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425146812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425146812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425146812.01.LZZZZZZZ.jpg
0446611727,Some Girls Do,Leanne Banks,2003.0,Warner Forever,http://images.amazon.com/images/P/0446611727.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611727.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611727.01.LZZZZZZZ.jpg
0515125024,Die Trying,Lee Child,1999.0,Jove Books,http://images.amazon.com/images/P/0515125024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515125024.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515125024.01.LZZZZZZZ.jpg
0553560271,Shadows,John Saul,1993.0,Bantam Books,http://images.amazon.com/images/P/0553560271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553560271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553560271.01.LZZZZZZZ.jpg
0865471185,West With the Night,Beryl Markham,1983.0,North Point Press,http://images.amazon.com/images/P/0865471185.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0865471185.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0865471185.01.LZZZZZZZ.jpg
0060172916,High Tide in Tucson: Essays from Now or Never,Barbara Kingsolver,1995.0,HarperCollins Publishers,http://images.amazon.com/images/P/0060172916.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060172916.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060172916.01.LZZZZZZZ.jpg
0425152499,Practical Magic,Alice Hoffman,1996.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425152499.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425152499.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425152499.01.LZZZZZZZ.jpg
1558531564,"Live and Learn and Pass It on: People Ages 5 to 95 Share What They'Ve Discovered About Life, Love, and Other Good Stuff (Live &amp; Learn &amp; Pass It on)",H. Jackson Brown,1992.0,Thomas Nelson,http://images.amazon.com/images/P/1558531564.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558531564.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558531564.01.LZZZZZZZ.jpg
0380715929,Mother Earth Father Sky,Sue Harrison,1991.0,Avon,http://images.amazon.com/images/P/0380715929.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380715929.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380715929.01.LZZZZZZZ.jpg
0446530891,Split Second,David Baldacci,2003.0,Warner Books,http://images.amazon.com/images/P/0446530891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446530891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446530891.01.LZZZZZZZ.jpg
0061091316,Lost Boys,Orson Scott Card,1993.0,HarperTorch,http://images.amazon.com/images/P/0061091316.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061091316.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061091316.01.LZZZZZZZ.jpg
0786889187,Cadillac Jukebox (Dave Robicheaux Mysteries (Paperback)),James Lee Burke,1997.0,Hyperion,http://images.amazon.com/images/P/0786889187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786889187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786889187.01.LZZZZZZZ.jpg
0553268929,The Great Santini,Pat Conroy,1987.0,Bantam Books,http://images.amazon.com/images/P/0553268929.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268929.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268929.01.LZZZZZZZ.jpg
1881273156,The Five Love Languages: Five Love Languages,Gary Chapman,2005.0,Moody Publishers,http://images.amazon.com/images/P/1881273156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1881273156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1881273156.01.LZZZZZZZ.jpg
0441748600,To Sail Beyond the Sunset,Robert Heinlein,1996.0,Ace Books,http://images.amazon.com/images/P/0441748600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441748600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441748600.01.LZZZZZZZ.jpg
0316154059,City of Bones,Michael Connelly,2002.0,Warner Books,http://images.amazon.com/images/P/0316154059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316154059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316154059.01.LZZZZZZZ.jpg
0671673661,I'LL BE SEEING YOU,Mary Higgins Clark,1993.0,Simon &amp; Schuster,http://images.amazon.com/images/P/0671673661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671673661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671673661.01.LZZZZZZZ.jpg
0373250452,Lost &amp; Found (Red Dress Ink),Jane Sigaloff,2004.0,Red Dress Ink,http://images.amazon.com/images/P/0373250452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250452.01.LZZZZZZZ.jpg
0452266564,The Claiming of Sleeping Beauty (Erotic Adventures of Sleeping Beauty),Rice Anne,1999.0,Plume Books,http://images.amazon.com/images/P/0452266564.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452266564.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452266564.01.LZZZZZZZ.jpg
0743406184,If Only It Were True,Marc Levy,2001.0,Pocket,http://images.amazon.com/images/P/0743406184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743406184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743406184.01.LZZZZZZZ.jpg
0440129389,"GOOD MOTHER, THE",Sue Miller,1987.0,Dell,http://images.amazon.com/images/P/0440129389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440129389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440129389.01.LZZZZZZZ.jpg
0312971397,Cuba (A Jake Grafton Novel),Stephen Coonts,2000.0,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312971397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312971397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312971397.01.LZZZZZZZ.jpg
0671035452,Hot Springs (Earl Swagger Novels (Paperback)),Stephen Hunter,2001.0,Pocket,http://images.amazon.com/images/P/0671035452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671035452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671035452.01.LZZZZZZZ.jpg
0743418131,Deck the Halls (Holiday Classics),Mary Higgins Clark,2002.0,Pocket,http://images.amazon.com/images/P/0743418131.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418131.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418131.01.LZZZZZZZ.jpg
1551665336,Moon Over Water,Debbie Macomber,1999.0,Mira,http://images.amazon.com/images/P/1551665336.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551665336.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551665336.01.LZZZZZZZ.jpg
0060932813,Waiting: The True Confessions of a Waitress,Debra Ginsberg,2001.0,Perennial,http://images.amazon.com/images/P/0060932813.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060932813.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060932813.01.LZZZZZZZ.jpg
0440215935,Hunter's Moon,Karen Robards,1996.0,Dell Publishing Company,http://images.amazon.com/images/P/0440215935.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440215935.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440215935.01.LZZZZZZZ.jpg
0446676071,Message in a Bottle,Nicholas Sparks,1999.0,Warner Books,http://images.amazon.com/images/P/0446676071.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446676071.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446676071.01.LZZZZZZZ.jpg
0446353930,Best Kept Secrets,Sandra Brown,1989.0,Warner Books,http://images.amazon.com/images/P/0446353930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446353930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446353930.01.LZZZZZZZ.jpg
088396631X,"The One World, One Heart: Everyone Has the Same Basic Needs and Emotions. We Must Put Aside Our Differences and Come Together as One in Peace, U",Susan Polis Schutz,2001.0,Blue Mountain Arts,http://images.amazon.com/images/P/088396631X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/088396631X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/088396631X.01.LZZZZZZZ.jpg
0812551494,"Soul of the Fire (Sword of Truth, Book 5)",Terry Goodkind,2000.0,Tor Fantasy,http://images.amazon.com/images/P/0812551494.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812551494.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812551494.01.LZZZZZZZ.jpg
0446354732,Nothing Lasts Forever,Sidney Sheldon,1995.0,Warner Books,http://images.amazon.com/images/P/0446354732.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446354732.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446354732.01.LZZZZZZZ.jpg
0553249002,Aquitaine Progression,Robert Ludlum,1985.0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553249002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553249002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553249002.01.LZZZZZZZ.jpg
0553569783,Heartstone,PHILLIP M. MARGOLIN,1995.0,Bantam,http://images.amazon.com/images/P/0553569783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569783.01.LZZZZZZZ.jpg
0380506092,The Natural,Bernard Malamud,1995.0,Avon Books,http://images.amazon.com/images/P/0380506092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380506092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380506092.01.LZZZZZZZ.jpg
0440479002,The Sign of the Beaver,Elizabeth George Speare,1994.0,Yearling Books,http://images.amazon.com/images/P/0440479002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440479002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440479002.01.LZZZZZZZ.jpg
0451197038,Manner of Death,Stephen White,2000.0,Signet Book,http://images.amazon.com/images/P/0451197038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451197038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451197038.01.LZZZZZZZ.jpg
0451202538,Hangman,Michael Slade,2001.0,Signet Book,http://images.amazon.com/images/P/0451202538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451202538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451202538.01.LZZZZZZZ.jpg
0451173082,Against the Wind,J. F. Freedman,1992.0,Signet Book,http://images.amazon.com/images/P/0451173082.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451173082.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451173082.01.LZZZZZZZ.jpg
0804107491,Reasonable Doubt,Philip Friedman,1997.0,Ivy Books,http://images.amazon.com/images/P/0804107491.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804107491.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804107491.01.LZZZZZZZ.jpg
0451199480,One Last Dance,Eileen Goudge,2000.0,Signet Book,http://images.amazon.com/images/P/0451199480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451199480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451199480.01.LZZZZZZZ.jpg
0671744585,The Invitation,Jude Deveraux,1994.0,Pocket,http://images.amazon.com/images/P/0671744585.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671744585.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671744585.01.LZZZZZZZ.jpg
0399147381,Hemlock Bay,Catherine Coulter,2001.0,Penguin Putnam,http://images.amazon.com/images/P/0399147381.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147381.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147381.01.LZZZZZZZ.jpg
044020447X,Final Flight,Stephen Coonts,1989.0,Dell,http://images.amazon.com/images/P/044020447X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044020447X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044020447X.01.LZZZZZZZ.jpg
0375758992,Don't Let's Go to the Dogs Tonight : An African Childhood,ALEXANDRA FULLER,2003.0,Random House Trade Paperbacks,http://images.amazon.com/images/P/0375758992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375758992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375758992.01.LZZZZZZZ.jpg
1551668866,Twilight Hunger,Maggie Shayne,2002.0,Mira Books,http://images.amazon.com/images/P/1551668866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551668866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551668866.01.LZZZZZZZ.jpg
1551669099,The Stone Forest,Karen Harper,2002.0,Mira,http://images.amazon.com/images/P/1551669099.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551669099.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551669099.01.LZZZZZZZ.jpg
0440235804,Her Father's House,BELVA PLAIN,2003.0,Dell,http://images.amazon.com/images/P/0440235804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440235804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440235804.01.LZZZZZZZ.jpg
084395048X,Lair of the Lion,Christine Feehan,2002.0,Leisure Books,http://images.amazon.com/images/P/084395048X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/084395048X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/084395048X.01.LZZZZZZZ.jpg
0446608122,The Edge of Town,Dorothy Garlock,2002.0,Warner Books,http://images.amazon.com/images/P/0446608122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608122.01.LZZZZZZZ.jpg
0380724979,Sanctuary (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1995.0,Avon,http://images.amazon.com/images/P/0380724979.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380724979.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380724979.01.LZZZZZZZ.jpg
0786886307,Stolen Lives : Twenty Years in a Desert Jail (Oprah's Book Club (Paperback)),Malika Oufkir,2002.0,Miramax,http://images.amazon.com/images/P/0786886307.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786886307.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786886307.01.LZZZZZZZ.jpg
0380709120,Henry Huggins (50th Anniversary Edition),Beverly Cleary,1990.0,HarperTrophy,http://images.amazon.com/images/P/0380709120.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380709120.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380709120.01.LZZZZZZZ.jpg
0446363383,The Last Camel Died at Noon (Amelia Peabody Mysteries (Paperback)),Elizabeth Peters,1992.0,Warner Books,http://images.amazon.com/images/P/0446363383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446363383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446363383.01.LZZZZZZZ.jpg
0449219380,Murder at the National Gallery (Capital Crime Mysteries),Margaret Truman,1997.0,Fawcett Books,http://images.amazon.com/images/P/0449219380.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449219380.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449219380.01.LZZZZZZZ.jpg
0553282085,A Little Class on Murder,Carolyn G. Hart,1989.0,Bantam Books,http://images.amazon.com/images/P/0553282085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553282085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553282085.01.LZZZZZZZ.jpg
0446610127,Fearless Jones (Fearless Jones Novels (Paperback)),Walter Mosley,2002.0,Warner Vision,http://images.amazon.com/images/P/0446610127.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610127.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610127.01.LZZZZZZZ.jpg
0671042564,Blackbird : A Childhood Lost and Found,Jennifer Lauck,2001.0,Washington Square Press,http://images.amazon.com/images/P/0671042564.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042564.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042564.01.LZZZZZZZ.jpg
0452269652,Jazz (Plume Contemporary Fiction),Toni Morrison,1993.0,Plume Books,http://images.amazon.com/images/P/0452269652.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452269652.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452269652.01.LZZZZZZZ.jpg
0380712520,Don't Know Much About History: Everything You Need to Know About American History but Never Learned,Kenneth Davis,1999.0,Perennial,http://images.amazon.com/images/P/0380712520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380712520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380712520.01.LZZZZZZZ.jpg
0380721228,Tell Me No Secrets,Joy Fielding,1994.0,Avon,http://images.amazon.com/images/P/0380721228.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380721228.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380721228.01.LZZZZZZZ.jpg
0440428130,Freckle Juice,JUDY BLUME,1978.0,Yearling,http://images.amazon.com/images/P/0440428130.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440428130.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440428130.01.LZZZZZZZ.jpg
0684863472,A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story,Dave Eggers,2000.0,Simon &amp; Schuster,http://images.amazon.com/images/P/0684863472.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684863472.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684863472.01.LZZZZZZZ.jpg
1896860982,Falling Backwards,James Eke,2002.0,Ekstasis Editions,http://images.amazon.com/images/P/1896860982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1896860982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1896860982.01.LZZZZZZZ.jpg
0449002411,The Presence,John Saul,1998.0,Ballantine Books,http://images.amazon.com/images/P/0449002411.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449002411.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449002411.01.LZZZZZZZ.jpg
0061031445,Flight Lessons,Patricia Gaffney,2003.0,HarperTorch,http://images.amazon.com/images/P/0061031445.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061031445.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061031445.01.LZZZZZZZ.jpg
1551666022,"Dakota Home (Dakota Trilogy, Book 2)",Debbie Macomber,2000.0,Mira,http://images.amazon.com/images/P/1551666022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666022.01.LZZZZZZZ.jpg
0060508302,Angels Everywhere: A Season of Angels/Touched by Angels (Avon Romance),Debbie MacOmber,2002.0,Avon Books,http://images.amazon.com/images/P/0060508302.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060508302.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060508302.01.LZZZZZZZ.jpg
0440181275,A Stranger Is Watching,Mary Higgins Clark,1990.0,Dell Publishing Company,http://images.amazon.com/images/P/0440181275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440181275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440181275.01.LZZZZZZZ.jpg
0590568809,"The Beast from the East (Goosebumps, No 43)",R. L. Stine,1996.0,Scholastic,http://images.amazon.com/images/P/0590568809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590568809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590568809.01.LZZZZZZZ.jpg
0440217490,A Dangerous Fortune,Ken Follett,1994.0,Island,http://images.amazon.com/images/P/0440217490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440217490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440217490.01.LZZZZZZZ.jpg
0743422910,The Constant Gardener,John le Carre,2001.0,Pocket,http://images.amazon.com/images/P/0743422910.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743422910.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743422910.01.LZZZZZZZ.jpg
0345365208,Spy Hook,Len Deighton,1992.0,Ballantine Books,http://images.amazon.com/images/P/0345365208.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345365208.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345365208.01.LZZZZZZZ.jpg
